0.526489	-0.272614
0.635925	-0.026917
0.159363	-0.240204
0.108826	0.423615
0.115723	0.425110
-0.451233	-0.584595
0.427002	-0.469147
0.308960	0.263947
0.433838	-0.857697
0.785156	0.388855
0.135010	-0.440369
-0.279480	0.170563
0.109009	-0.152649
-0.050903	0.285980
0.403564	-0.210846
-0.329834	0.154175
-0.297974	-0.749756
-0.113770	0.411804
-0.717896	1.191986
0.371094	-0.170837
-0.039978	-0.399536
0.095337	0.913940
0.397156	-0.052429
-0.646057	0.492065
-0.285645	-0.098389
0.237488	-0.425140
0.318970	-0.197540
-0.430542	-0.201752
-1.213501	0.258606
0.066895	0.085327
1.041016	0.180542
0.164307	-0.560913
-0.702148	-0.231934
0.613770	-0.023682
-0.550476	0.502014
-0.047668	-0.297180
0.647217	-0.038330
-1.117920	-0.191528
-1.393921	0.609741
-0.091797	-0.446533
-0.515320	0.035217
-0.081360	0.494995
0.549622	-0.773926
0.112488	-0.093140
-0.558655	-0.155762
-0.243469	0.081787
0.892944	-0.319397
-0.186890	-0.320312
-1.163574	-0.670166
1.451660	0.132507
-0.422546	0.452332
-0.227722	0.179382
-0.258362	-0.261841
-0.352234	0.178955
0.481750	0.162781
-0.921387	0.822693
-0.155762	0.029114
0.139771	-0.718994
-0.569336	0.496460
0.401123	0.270569
-0.036560	-0.273499
0.756775	0.389771
-0.621155	0.393738
0.039185	-0.281067
0.878235	0.369812
-0.531616	0.391846
0.177246	0.111938
0.268311	0.168945
0.596802	-0.416565
0.766357	-0.360596
-0.046021	0.298645
0.712219	-0.437973
0.648560	0.124268
-0.424927	-0.360580
-0.086426	0.665329
-0.450439	0.292099
-0.571045	-0.088242
0.015503	0.094910
0.340576	0.080032
0.317383	-0.067444
-0.332825	-0.130264
-0.532410	0.186859
0.290161	-0.079208
-0.785522	0.603592
0.475220	-0.439590
-0.033081	0.226868
-0.449829	-0.180206
0.304321	-0.180939
-0.592896	0.641113
0.738770	0.723114
-0.120117	0.035980
0.015137	0.549957
0.425293	-0.611237
-0.767456	0.169250
0.200684	-0.727081
-0.292847	-0.471008
0.406616	-0.370514
-0.088867	-0.516235
-1.327515	-0.344238
0.325562	1.284973
0.788574	-0.134644
-0.064880	-0.071655
0.936951	-0.168396
0.618408	-0.792450
-0.247192	-0.212189
0.636963	-0.238403
0.540039	0.323334
0.312500	0.193237
-0.610107	-0.109100
0.482666	0.013916
-0.534912	0.347321
-0.082825	0.339630
0.644836	0.320068
-0.127869	-0.710724
0.172241	0.151917
-0.101807	-0.021667
0.185303	-0.442810
0.021606	0.324432
-0.809692	-0.522003
0.081665	-0.270935
0.210388	0.196411
-0.328735	-0.374603
0.149963	0.024963
-0.702087	0.829041
-0.670532	1.128662
-0.497559	-0.487976
0.577637	0.308533
0.053467	0.210785
0.020874	-0.372681
0.507202	0.148712
-0.586548	0.195801
-0.512146	-0.332825
0.772278	0.007263
-0.160583	-0.183960
-0.503906	0.352356
-0.101929	0.556091
0.156860	0.073792
0.564819	-0.211731
0.090942	-1.045837
-0.153931	-0.336670
0.580505	0.263062
-0.903442	-0.166870
0.146362	0.297607
-0.215210	0.916199
0.451416	-0.785522
-0.401489	-0.227722
0.056274	-0.440002
-0.272339	-0.235229
0.505737	-0.452271
0.140625	-0.815674
0.003479	0.580566
0.283142	0.562744
-0.642578	-0.497559
-0.369385	0.471924
-0.207275	-1.306641
-0.176392	-0.057251
0.688232	-0.573059
-0.247803	-0.039429
-0.429688	1.057739
-0.221069	-0.148560
0.153442	0.300964
-0.205261	0.457886
0.533813	0.236511
0.387573	0.214539
-0.546326	0.327454
0.689941	0.022034
0.460938	-0.431458
0.207520	0.792480
-0.332153	0.633728
1.310181	0.464661
-0.408752	0.459839
-0.109802	-0.104431
-0.218689	0.153198
-0.253845	-0.094116
-0.325256	0.754883
0.927124	-0.396545
0.279419	-0.466187
-1.293335	0.611938
-1.038452	0.891724
1.045166	0.381836
-0.443848	-0.378418
-0.182861	-0.465332
0.105957	-0.852112
1.267517	-1.073792
-0.185303	-0.601318
0.623169	0.552124
-0.283325	-1.425964
0.570190	0.037415
-1.167480	0.489746
-0.295410	0.424133
-0.526611	0.695740
0.042114	0.277466
0.418396	0.190308
0.100952	-0.285583
0.047485	-0.813904
-0.037720	0.238770
0.408691	-0.379761
-0.089355	-0.349304
-0.311157	0.702881
0.012085	-0.355591
-0.162048	-0.184265
-0.067932	0.213745
0.078064	-0.550049
-0.070557	-0.785583
-0.128784	1.333923
0.643555	-0.018799
0.624390	0.423828
-0.192505	-0.392944
-0.517944	-0.459717
-0.309448	0.263489
0.142456	0.446594
-0.439392	0.306396
0.158691	-0.412079
-0.624756	-0.036530
-0.278931	0.346924
0.089233	-0.348236
0.178833	-0.235199
0.285034	-0.902191
1.058838	0.089294
0.901855	0.542084
0.270874	1.078156
0.167664	0.429382
0.468567	-0.071167
-0.287476	0.560303
-0.160278	-1.261169
-0.058105	-0.327606
0.717163	-0.319855
-0.375610	-0.483154
-0.776001	0.164490
-0.350586	-0.494690
-0.667358	0.831085
-0.412720	-0.376770
0.897278	-0.635071
-0.349976	0.083191
-1.033936	-0.055298
-0.377563	-0.748169
0.032959	-0.100647
-0.612915	0.859009
-1.039185	1.315308
0.233154	-0.446655
-0.061096	-0.026550
0.236450	0.062012
0.516602	-0.363525
0.233276	-1.045227
-0.249268	0.692688
0.082031	-0.442261
0.608398	-0.178955
-0.230225	-0.191345
-0.207520	0.769653
0.267334	-0.298157
-0.470276	-0.074829
0.044983	0.231323
0.347900	-0.186584
0.431885	-0.051819
-0.346924	0.110779
0.017456	-0.627441
-0.001221	-0.042358
0.599487	-0.411560
-1.438477	0.487305
0.422852	1.401611
0.003845	-0.438538
-0.425903	0.387146
