836.848572	349.948914	837.375488	349.803162
895.030396	357.917755	895.058167	358.176117
949.675781	366.222504	949.690491	366.393005
1001.809875	374.273834	1001.305054	374.407684
1049.436401	382.377930	1049.982178	382.184509
1095.402954	389.320465	1095.836670	389.698334
1139.012329	397.237152	1139.006226	396.933105
1179.475830	404.303345	1179.640137	403.881042
1217.742798	410.680573	1217.890503	410.540802
1254.305664	418.109528	1253.904907	416.916534
844.752686	406.460663	844.887024	407.600403
904.057007	413.987976	903.841858	414.781189
959.040283	422.484161	959.537476	421.776245
1012.787292	428.596191	1012.024109	428.551819
1060.625610	435.388031	1061.403198	435.083832
1107.836792	440.680481	1107.812256	441.357056
1151.702026	448.183777	1151.410522	447.363983
1191.778687	452.270569	1192.366943	453.103485
1231.494629	458.797516	1230.850708	458.579498
1266.852417	464.559875	1267.022583	463.799622
852.793152	468.595612	852.671143	468.740631
913.476501	473.856262	912.855774	474.511414
968.902283	480.338776	969.570679	480.071869
1023.680603	485.913452	1022.886230	485.404236
1073.740479	488.600555	1072.927124	490.498352
1119.518188	495.545380	1119.854248	495.350555
1163.591064	501.010071	1163.849121	499.962433
1205.882690	503.875427	1205.100342	504.339630
1244.999634	507.685547	1243.792480	508.490540
1279.548706	513.274963	1280.098999	512.425415
861.048889	533.567200	860.691711	533.174500
922.370422	537.272461	922.047363	537.308472
979.818909	542.041260	979.726135	541.215454
1033.512817	544.968262	1033.820679	544.896973
1085.214111	547.307800	1084.479858	548.358826
1130.549438	551.843750	1131.888184	551.609985
1175.084961	554.624573	1176.249023	554.661255
1219.644287	558.129395	1217.769043	557.524475
1257.317505	559.085022	1256.647339	560.211548
1291.906982	563.049988	1293.067139	562.733887
868.827881	601.747009	868.902222	600.762573
931.032410	602.359253	931.354187	603.034790
988.902405	605.754578	989.931519	605.073608
1044.038696	607.397095	1044.749756	606.902588
1096.556274	608.411499	1095.981934	608.545166
1142.890259	609.964600	1143.835815	610.023315
1188.101929	612.244873	1188.534180	611.356567
1230.001465	612.636475	1230.299683	612.561768
1270.632080	613.708923	1269.343018	613.652771
1305.522461	614.151550	1305.854248	614.640381
877.772400	671.824890	877.247681	671.269775
941.463440	670.768127	940.707336	671.470093
1000.278381	672.190674	1000.109741	671.442322
1056.181641	671.839661	1055.593262	671.234253
1107.298218	670.983093	1107.353394	670.887451
1156.790527	670.136108	1155.618408	670.436523
1199.057617	669.770813	1200.628052	669.908691
1242.774048	668.925537	1242.617188	669.324097
1282.382080	668.292419	1281.803589	668.696472
1317.941162	668.188293	1318.380737	668.033691
885.787842	744.710083	885.668274	744.370850
949.680786	742.049133	950.036133	742.317566
1009.712830	740.592957	1010.184814	740.053711
1064.912598	737.284607	1066.273438	737.651733
1118.824463	734.761292	1118.517212	735.171143
1166.925659	732.045898	1167.160522	732.657776
1213.184448	729.261108	1212.455200	730.144714
1254.857788	728.108398	1254.643311	727.653320
1294.187866	724.385925	1293.945190	725.194641
1330.406982	722.799255	1330.551514	722.771423
