101.925865	549.085999	102.383240	548.611572
144.015884	533.830688	144.389099	533.786194
188.255920	518.135803	188.332870	518.462891
233.554352	502.617767	234.255951	502.652496
282.138428	485.587128	282.193542	486.375336
332.038696	470.546509	332.162292	469.663574
384.314148	452.675507	384.148682	452.562347
438.105652	435.279388	438.100372	435.130707
494.542389	417.787720	493.919342	417.441132
552.126465	400.266754	551.458923	399.578491
96.201385	596.946899	96.834793	596.949829
139.465958	582.729553	139.589951	582.649231
184.851746	567.496155	184.391891	567.811707
231.275864	551.812500	231.290375	552.440918
280.873138	536.932556	280.331268	536.548889
331.387634	520.049622	331.541656	520.158569
385.590027	503.617188	384.916443	503.306549
440.696411	485.614929	440.406921	486.044189
497.471436	468.108673	497.913055	468.438202
557.660706	451.190735	557.278809	450.569763
92.230293	647.031433	91.614471	647.684021
134.928894	633.488831	135.129669	634.029968
181.117157	619.526917	180.806168	619.803528
228.866150	604.968262	228.699738	605.000916
278.533447	588.829102	278.866852	589.624207
331.775024	574.095947	331.346008	573.685242
386.437836	557.689758	386.141418	557.208923
443.009003	539.912415	443.209534	540.235901
501.090363	521.754944	502.448883	522.823425
564.268188	505.574036	563.694336	505.045990
86.979759	700.230103	86.803558	700.837769
131.485352	687.772522	131.089508	687.960083
177.635635	675.173401	177.657883	674.477966
226.381622	660.200928	226.567612	660.381042
276.974365	645.143860	277.884338	645.660583
331.322113	631.237671	331.657990	630.315125
387.804016	615.030090	387.903076	614.355164
445.381348	597.580872	446.582123	597.806702
506.919006	580.270386	507.593475	580.713806
571.585205	563.114075	570.763062	563.140015
82.716583	756.832336	82.491425	756.407898
127.178734	744.652954	127.555511	744.443237
175.988678	732.122986	175.033386	731.844238
225.597580	718.773010	224.981689	718.595947
277.469360	704.780884	277.471954	704.679443
332.316376	690.129700	332.564545	690.078491
390.244751	675.348999	390.284454	674.786133
450.541962	659.298157	450.601440	658.809998
512.872375	641.175964	513.414124	642.176514
578.521484	624.891602	578.540466	624.933533
79.019562	814.081482	78.778503	814.357544
124.748726	803.423096	124.618813	803.450256
173.931870	792.035706	173.021240	791.876404
223.206863	779.235229	224.030594	779.621582
278.070099	767.035522	277.718658	766.658508
333.086365	752.516174	334.153290	752.956177
394.054199	738.838196	393.369110	738.488037
455.768646	722.648865	455.343201	723.239685
519.543701	707.129089	519.975647	707.215149
586.984009	690.417786	587.076782	690.441345
75.825333	874.710083	75.785027	874.604858
122.542755	865.589111	122.378410	864.912537
171.761154	854.908264	171.710983	854.509827
223.827911	843.384583	223.800735	843.391541
278.370758	831.791870	278.709930	831.527710
335.798981	818.311523	336.507904	818.874329
397.125641	805.817749	397.236145	805.384949
461.215454	790.781982	460.878204	791.020081
527.527954	775.440308	527.335754	775.757080
597.038330	759.596619	596.412476	759.596436
