201.754745	399.338165	201.589371	399.687164
255.354050	399.504181	255.090439	399.744507
310.448608	400.537689	310.012268	399.996765
365.982483	400.295502	366.258301	400.467163
424.121002	400.918182	423.697937	401.178802
482.216064	402.046234	482.160339	402.151978
541.650024	403.510956	541.435974	403.402069
601.167664	405.491089	601.281433	404.938507
661.609314	406.652466	661.427673	406.763702
721.443054	409.084290	721.590942	408.873230
189.473099	451.144226	189.462830	451.237549
243.297806	451.340729	243.897034	451.743927
299.881866	452.665741	299.844452	452.404816
356.851654	453.231171	357.209442	453.237061
415.865997	455.352966	415.858124	454.257263
475.826660	455.450317	475.611694	455.479309
535.998779	457.360413	536.247620	456.913055
597.393677	458.075073	597.504944	458.563385
659.274597	460.023621	659.093811	460.429504
720.278320	462.163086	720.707642	462.505310
177.547607	505.178528	177.441833	505.171173
232.777100	505.901611	232.796188	506.199402
289.679810	507.637604	289.755219	507.337921
347.801758	508.558258	348.223816	508.595123
407.584747	509.461426	408.065460	509.978729
469.270630	511.608459	469.093994	511.494354
530.961975	513.309814	531.074097	513.144470
593.766113	514.816589	593.727478	514.928040
656.907410	516.315430	656.743652	516.840271
719.847961	519.404358	719.792786	518.872864
165.856552	561.648132	165.616867	561.450867
221.201172	562.703125	221.876175	563.072815
279.891113	564.840271	279.828674	564.757080
339.069519	566.773804	339.379333	566.501648
400.558990	567.917603	400.389252	568.303345
462.987183	570.673340	462.665649	570.157043
526.295105	572.623169	525.961243	572.056030
589.754517	573.735779	589.981201	573.991882
654.120483	575.028992	654.394531	575.954712
718.927490	577.800903	718.848938	577.933899
154.370605	619.699707	154.083069	620.002441
210.502014	622.143921	211.229736	622.285278
270.367981	624.965088	270.153992	624.578918
331.442719	627.102966	330.759094	626.869446
392.581573	629.068542	392.904053	629.140381
456.464966	631.730164	456.390015	631.374023
521.499451	633.865662	520.959229	633.552429
586.568237	636.039307	586.301392	635.658020
652.235962	636.837402	652.066223	637.675110
717.792908	639.583374	717.879639	639.589966
143.566864	680.647461	142.937485	680.712830
200.685120	684.109619	200.950485	683.715942
260.864868	686.798035	260.820984	686.674194
322.352509	689.670593	322.447723	689.560974
386.004120	692.607971	385.686310	692.345398
449.847351	695.024353	450.332977	694.995178
515.495667	697.394592	516.120728	697.478943
582.708557	699.778320	582.725586	699.768921
650.136047	701.876221	649.779846	701.841980
717.150391	704.206482	716.889465	703.681213
132.108871	742.611206	132.276627	743.430359
191.097794	747.231995	191.128525	747.202820
251.874878	750.877991	251.916138	750.868591
314.657471	754.401245	314.526672	754.389954
379.384369	757.656677	378.810577	757.721069
444.189423	760.773621	444.559265	760.813599
511.625214	763.817749	511.498047	763.621826
578.755188	766.310608	579.291626	766.105652
647.893066	767.729370	647.557373	768.233948
715.579346	769.874634	715.883789	769.986084
